Month (abbr),Year,Country/Area,집계(Growth Rate(%)),합계(Visitor Arrivals)
May,2000,Czech Republic,16.73469387755102,286
Apr.,2000,Czech Republic,10.460251046025103,264
Mar.,2000,Czech Republic,25.641025641025639,196
Feb.,2000,Czech Republic,-7.5471698113207548,147
Jan.,2000,Czech Republic,2.0408163265306123,200
Dec.,2000,Colombia,-99.143821519716795,208
Nov.,2000,Colombia,-99.119839845367935,255
Oct.,2000,Colombia,-99.100794646591382,301
Sep.,2000,Colombia,-99.228799428299183,259
Aug.,2000,Colombia,-99.379750684098511,204
Jul.,2000,Colombia,-99.060338002960108,273
Jun.,2000,Colombia,-99.009820300721245,243
May,2000,Colombia,-99.170644189431627,245
Apr.,2000,Colombia,-99.238950452171693,239
Mar.,2000,Colombia,-99.448977429267771,156
Feb.,2000,Colombia,-99.357342063780777,159
Jan.,2000,Colombia,-99.367395023077179,196
Dec.,2000,China,22604.672897196262,24294
Nov.,2000,China,14989.583333333334,28972
Oct.,2000,China,13183.333333333334,33474
Sep.,2000,China,16443.842364532022,33584
Aug.,2000,China,24262.962962962964,32890
Jul.,2000,China,16314.124293785313,29053
Jun.,2000,China,10040.90909090909,24541
May,2000,China,13900.473933649289,29541
Apr.,2000,China,18482.248520710058,31404
Mar.,2000,China,14055.5,28311
Feb.,2000,China,17446.808510638297,24741
Jan.,2000,China,18907.9754601227,30983
Dec.,2000,Chile,-98.887039733721665,107
Nov.,2000,Chile,-97.996870109546165,192
Oct.,2000,Chile,-97.869642404260716,252
Sep.,2000,Chile,-97.780935723655446,203
Aug.,2000,Chile,-98.712323540633349,135
Jul.,2000,Chile,-98.526228143213984,177
Jun.,2000,Chile,-97.018235584031544,242
May,2000,Chile,-97.827877290508553,211
Apr.,2000,Chile,-98.469202898550719,169
Mar.,2000,Chile,-98.036135113904166,200
Feb.,2000,Chile,-98.331755797444387,141
Jan.,2000,Chile,-98.187277580071168,163
Dec.,2000,Canada,12718.666666666666,9614
Nov.,2000,Canada,10206.451612903225,9585
Oct.,2000,Canada,8793.9849624060153,11829
Sep.,2000,Canada,7103.1496062992137,9148
Aug.,2000,Canada,9884.7619047619046,10484
Jul.,2000,Canada,10253.448275862069,12010
Jun.,2000,Canada,8181.6326530612241,8116
May,2000,Canada,12515.584415584415,9714
Apr.,2000,Canada,13874.683544303798,11040
Mar.,2000,Canada,14659.420289855072,10184
Feb.,2000,Canada,20514.634146341465,8452
Jan.,2000,Canada,12564.788732394367,8992
Dec.,2000,Cambodia,127.27272727272727,75
Nov.,2000,Cambodia,158.33333333333331,93
Oct.,2000,Cambodia,51.136363636363633,133
Sep.,2000,Cambodia,144.23076923076923,127
Aug.,2000,Cambodia,72.131147540983605,105
Jul.,2000,Cambodia,110.90909090909091,116
Jun.,2000,Cambodia,122.72727272727273,98
May,2000,Cambodia,234.78260869565219,77
Apr.,2000,Cambodia,146.875,79
Mar.,2000,Cambodia,60.465116279069761,69
Feb.,2000,Cambodia,24.242424242424242,41
Jan.,2000,Cambodia,44.897959183673471,71
Dec.,2000,Brunei,-97.820343461030376,33
Nov.,2000,Brunei,-97.068403908794792,36
Oct.,2000,Brunei,-95.498721227621488,88
Sep.,2000,Brunei,-96.741854636591469,52
Aug.,2000,Brunei,-94.933554817275748,61
Jul.,2000,Brunei,-97.123430962343093,55
Jun.,2000,Brunei,-96.434359805510539,44
May,2000,Brunei,-98.146655922643035,23
Apr.,2000,Brunei,-98.220244716351502,32
Mar.,2000,Brunei,-96.280276816609003,43
Feb.,2000,Brunei,-96.544502617801044,33
Jan.,2000,Brunei,-95.775862068965523,49
Dec.,2000,Brazil,129.04689863842663,1514
Nov.,2000,Brazil,4.6888320545609546,1228
Oct.,2000,Brazil,63.052543786488748,1955
Sep.,2000,Brazil,69.247083775185587,1596
Aug.,2000,Brazil,81.05263157894737,1204
Jul.,2000,Brazil,77.037037037037038,1912
Jun.,2000,Brazil,53.86533665835411,1234
May,2000,Brazil,26.503567787971459,1241
Apr.,2000,Brazil,69.143932267168395,1798
Mar.,2000,Brazil,11.798839458413927,1156
Feb.,2000,Brazil,25.657894736842106,955
Jan.,2000,Brazil,65.47788873038516,1160
Dec.,2000,Belgium,109.17721518987342,661
Nov.,2000,Belgium,238.04034582132564,1173
Oct.,2000,Belgium,96.880131362889983,1199
Sep.,2000,Belgium,113.83219954648527,943
Aug.,2000,Belgium,56.470588235294116,665
Jul.,2000,Belgium,161.50121065375302,1080
Jun.,2000,Belgium,113.86666666666667,802
May,2000,Belgium,175.56179775280899,981
Apr.,2000,Belgium,175.38860103626942,1063
Mar.,2000,Belgium,224.13793103448273,1034
Feb.,2000,Belgium,178.38827838827839,760
Jan.,2000,Belgium,82.077922077922082,701
Dec.,2000,Bangladesh,-52.265861027190333,316
Nov.,2000,Bangladesh,-61.951754385964911,347
Oct.,2000,Bangladesh,-60.608020698576972,609
Sep.,2000,Bangladesh,-46.674727932285371,441
Aug.,2000,Bangladesh,-43.105756358768403,425
Jul.,2000,Bangladesh,-50.774731823599531,413
Jun.,2000,Bangladesh,-33.862433862433861,375
May,2000,Bangladesh,-54.182754182754181,356
Apr.,2000,Bangladesh,-57.44211686879823,386
Mar.,2000,Bangladesh,-58.463541666666664,319
Feb.,2000,Bangladesh,-63.306451612903224,273
Jan.,2000,Bangladesh,-43.382352941176471,385
Dec.,2000,Austria,-95.281203221897499,662
Nov.,2000,Austria,-91.697013838310269,912
Oct.,2000,Austria,-88.166858017604284,1546
Sep.,2000,Austria,-94.557420204014477,827
Aug.,2000,Austria,-93.272088624696025,747
Jul.,2000,Austria,-94.505926265470492,839
Jun.,2000,Austria,-95.793456487870017,567
May,2000,Austria,-92.93250864107695,777
Apr.,2000,Austria,-93.018780788177338,907
Mar.,2000,Austria,-92.598303777949113,768
Feb.,2000,Austria,-91.079136690647474,744
Jan.,2000,Austria,-94.120190229139638,680
Dec.,2000,Australia,4982.971014492754,14029
Nov.,2000,Australia,393.21957790749889,10984
Oct.,2000,Australia,2471.8503937007872,13065
Sep.,2000,Australia,3543.8848920863306,15195
Aug.,2000,Australia,4271.2598425196848,11103
Jul.,2000,Australia,3370.681818181818,15271
Jun.,2000,Australia,3644.166666666667,13479
May,2000,Australia,2847.4530831099196,10994
Apr.,2000,Australia,3172.544080604534,12992
Mar.,2000,Australia,3645.8483754512636,10376
Feb.,2000,Australia,3011.9402985074626,8340
Jan.,2000,Australia,3139.4957983193276,11565
Dec.,2000,Argentina,,276
Nov.,2000,Argentina,,2227
Oct.,2000,Argentina,,508
Sep.,2000,Argentina,,417
Aug.,2000,Argentina,,254
Jul.,2000,Argentina,,440
Jun.,2000,Argentina,,360
May,2000,Argentina,,373
Apr.,2000,Argentina,,397
Mar.,2000,Argentina,,277
Feb.,2000,Argentina,,268
Jan.,2000,Argentina,,357
Dec.,2001,Vietnam,834.83146067415726,832
Nov.,2001,Vietnam,1594.0298507462687,1135
Oct.,2001,Vietnam,666.66666666666674,1081
Sep.,2001,Vietnam,766.66666666666674,1352
Aug.,2001,Vietnam,351.41509433962261,957
Jul.,2001,Vietnam,504.32692307692309,1257
Jun.,2001,Vietnam,580.76923076923072,885
May,2001,Vietnam,585.2713178294573,884
Apr.,2001,Vietnam,532.02614379084969,967
Mar.,2001,Vietnam,406.35838150289015,876
Feb.,2001,Vietnam,665.90909090909088,674
Jan.,2001,Vietnam,690.38461538461547,822
Dec.,2001,Venezuela,-95.803866100895803,89
Nov.,2001,Venezuela,-97.258592471358426,67
Oct.,2001,Venezuela,-95.759398496240607,141
Sep.,2001,Venezuela,-95.696551724137933,156
Aug.,2001,Venezuela,-93.468884781269253,212
Jul.,2001,Venezuela,-94.12761151891587,208
Jun.,2001,Venezuela,-94.899960768928992,130
May,2001,Venezuela,-96.096822995461423,129
Apr.,2001,Venezuela,-94.486486486486484,153
Mar.,2001,Venezuela,-92.484795829713292,173
Feb.,2001,Venezuela,-95.291599785981802,88
Jan.,2001,Venezuela,-96.254951386388186,104
Dec.,2001,Unknown,-95.798419207226488,2121
Nov.,2001,Unknown,-94.886387412645931,2444
Oct.,2001,Unknown,-94.094767875537244,3325
Sep.,2001,Unknown,-91.083507563645298,3625
Aug.,2001,Unknown,-94.262990455991513,3246
Jul.,2001,Unknown,-94.799894294858618,3542
Jun.,2001,Unknown,-96.695061392249144,2549
May,2001,Unknown,-94.90000617245849,3305
Apr.,2001,Unknown,-95.970493850465388,2775
Mar.,2001,Unknown,-96.362199747155501,2302
Feb.,2001,Unknown,-95.902394106813986,1869
Jan.,2001,Unknown,-94.717720459560212,2777
Dec.,2001,United States,257.0337364735837,50481
Nov.,2001,United States,209.46645946645947,47794
Oct.,2001,United States,215.97081930415266,56306
Sep.,2001,United States,201.63970915566108,40655
Aug.,2001,United States,229.33643771827707,56580
Jul.,2001,United States,247.00697946915278,68114
Jun.,2001,United States,466.56872107544257,77127
May,2001,United States,322.588849038148,64804
Apr.,2001,United States,228.32896305125149,68867
Mar.,2001,United States,219.38626154544997,63280
Feb.,2001,United States,244.84009979587208,45612
Jan.,2001,United States,203.67375231053603,52572
Dec.,2001,United Kingdom,5175.7462686567169,14139
Nov.,2001,United Kingdom,5909.3385214007785,15444
Oct.,2001,United Kingdom,5575.1592356687897,17820
Sep.,2001,United Kingdom,4801.090909090909,13478
Aug.,2001,United Kingdom,6912.2448979591836,17180
Jul.,2001,United Kingdom,5656.3049853372431,19629
Jun.,2001,United Kingdom,6202.3148148148148,13613
May,2001,United Kingdom,7099.5305164319252,15335
Apr.,2001,United Kingdom,8603.319502074688,20975
Mar.,2001,United Kingdom,6708.5910652920957,19813
Feb.,2001,United Kingdom,8488.9610389610389,13227
Jan.,2001,United Kingdom,12006.293706293707,17312
Dec.,2001,Ukraine,-14.920634920634921,268
Nov.,2001,Ukraine,-19.182389937106919,257
Oct.,2001,Ukraine,-21.890547263681594,314
Sep.,2001,Ukraine,-31.077694235588972,275
Aug.,2001,Ukraine,-34.491978609625669,245
Jul.,2001,Ukraine,-23.370786516853933,341
Jun.,2001,Ukraine,-49.88399071925754,216
May,2001,Ukraine,-47.407407407407412,213
Apr.,2001,Ukraine,-43.691588785046733,241
Mar.,2001,Ukraine,-35.76158940397351,291
Feb.,2001,Ukraine,-53.474320241691842,154
Jan.,2001,Ukraine,-62.760416666666664,143
Dec.,2001,Turkey,-92.517814726840854,315
Nov.,2001,Turkey,-92.955250332299514,318
Oct.,2001,Turkey,-94.500683994528046,402
Sep.,2001,Turkey,-91.318537859007833,399
Aug.,2001,Turkey,-91.621863799283148,374
Jul.,2001,Turkey,-90.599915504858473,445
Jun.,2001,Turkey,-90.947279983196808,431
May,2001,Turkey,-93.838429940666359,405
Apr.,2001,Turkey,-96.044362292051758,428
Mar.,2001,Turkey,-92.745035233824467,453
Feb.,2001,Turkey,-91.4624709827186,331
Jan.,2001,Turkey,-90.567428150331622,384
Dec.,2001,Thailand,-91.929454615163422,4210
Nov.,2001,Thailand,-91.868864270917769,4514
Oct.,2001,Thailand,-89.303013009058049,7310
Sep.,2001,Thailand,-91.540896709121697,4596
Aug.,2001,Thailand,-93.863748831582996,4464
Jul.,2001,Thailand,-94.827303620013325,4734
Jun.,2001,Thailand,-93.676283072999681,4761
May,2001,Thailand,-90.070397002840053,6573
Apr.,2001,Thailand,-86.838744206979598,10820
Mar.,2001,Thailand,-89.835419752885443,6244
Feb.,2001,Thailand,-92.283809334262116,3877
Jan.,2001,Thailand,-94.727844904619445,4071
Dec.,2001,Taiwan,4250.7089241034191,52165
Nov.,2001,Taiwan,4105.681818181818,55515
Oct.,2001,Taiwan,3043.376264949402,68337
Sep.,2001,Taiwan,3225.0917992656055,54332
Aug.,2001,Taiwan,6292.6186291739896,72748
Jul.,2001,Taiwan,5507.7818627450979,91519
Jun.,2001,Taiwan,6142.7860696517409,75288
May,2001,Taiwan,4452.6822558459426,66196
Apr.,2001,Taiwan,4624.7701149425293,82211
Mar.,2001,Taiwan,4171.8358831710711,61429
Feb.,2001,Taiwan,4426.5765765765764,50245
Jan.,2001,Taiwan,7448.0938416422287,77217
Dec.,2001,Switzerland,-13.926776740847094,1199
Nov.,2001,Switzerland,-19.216646266829866,1320
Oct.,2001,Switzerland,-0.5489478499542544,2174
Sep.,2001,Switzerland,15.314043754410728,1634
Aug.,2001,Switzerland,-6.3374485596707819,1138
Jul.,2001,Switzerland,12.010981468771448,1632
Jun.,2001,Switzerland,-22.642719692110326,1206
May,2001,Switzerland,-9.0681676047529702,1454
Apr.,2001,Switzerland,-19.48172142526608,1740
Mar.,2001,Switzerland,-22.017353579175705,1438
Feb.,2001,Switzerland,-20.827389443651924,1110
Jan.,2001,Switzerland,-38.29915560916767,1023
Dec.,2001,Sweden,971.53846153846143,1393
Nov.,2001,Sweden,1486.4077669902913,1634
Oct.,2001,Sweden,1677.2357723577236,2186
Sep.,2001,Sweden,1042.741935483871,1417
Aug.,2001,Sweden,539.47368421052624,1215
Jul.,2001,Sweden,469.140625,1457
Jun.,2001,Sweden,577.82608695652175,1559
May,2001,Sweden,778.57142857142856,1599
Apr.,2001,Sweden,1217.6829268292684,2161
Mar.,2001,Sweden,778.09523809523807,1844
Feb.,2001,Sweden,683.24022346368713,1402
Jan.,2001,Sweden,421.38364779874217,1658
Dec.,2001,Stateless and others,-66.32124352331607,130
Nov.,2001,Stateless and others,-79.482071713147406,103
Oct.,2001,Stateless and others,-78.645833333333343,123
Sep.,2001,Stateless and others,-81.297134238310704,124
Aug.,2001,Stateless and others,-73.829201101928376,190
Jul.,2001,Stateless and others,-57.333333333333336,256
Jun.,2001,Stateless and others,-64.66973886328725,230
May,2001,Stateless and others,-73.156342182890853,182
Apr.,2001,Stateless and others,-80.637544273907906,164
Mar.,2001,Stateless and others,-63.667820069204154,210
Feb.,2001,Stateless and others,-60.310421286031044,179
Jan.,2001,Stateless and others,-46.911519198664443,318
Dec.,2001,Sri Lanka,-48.738379814077028,386
Nov.,2001,Sri Lanka,-42.824601366742598,502
Oct.,2001,Sri Lanka,-57.490774907749078,576
Sep.,2001,Sri Lanka,-46.832397754611066,663
Aug.,2001,Sri Lanka,-50.375939849624061,726
Jul.,2001,Sri Lanka,-54.954954954954957,600
Jun.,2001,Sri Lanka,-35.029940119760475,651
May,2001,Sri Lanka,-34.429400386847199,678
Apr.,2001,Sri Lanka,-32.022471910112358,847
Mar.,2001,Sri Lanka,-48.254252461951658,578
Feb.,2001,Sri Lanka,-44.044665012406945,451
Jan.,2001,Sri Lanka,-30.671296296296298,599
Dec.,2001,Spain,-99.212071112413284,753
Nov.,2001,Spain,-99.038893085065624,878
Oct.,2001,Spain,-98.456227498518885,1355
Sep.,2001,Spain,-98.498169380479823,1247
Aug.,2001,Spain,-98.807699830486371,1463
Jul.,2001,Spain,-98.8876919608187,1332
Jun.,2001,Spain,-98.826656674122035,1002
May,2001,Spain,-98.819081990429311,1034
Apr.,2001,Spain,-98.601021725705934,1246
Mar.,2001,Spain,-98.729916881758328,1117
Feb.,2001,Spain,-99.021630938797315,806
Jan.,2001,Spain,-99.148281776778845,864
Dec.,2001,South Korea,109747.1264367816,95567
Nov.,2001,South Korea,101403.33333333333,91353
Oct.,2001,South Korea,64438.235294117643,87772
Sep.,2001,South Korea,65798.412698412692,83032
Aug.,2001,South Korea,95762.5,122704
Jul.,2001,South Korea,58031.553398058248,119751
Jun.,2001,South Korea,65590,85397
May,2001,South Korea,90167.010309278354,87559
Apr.,2001,South Korea,79422.321428571435,89065
Mar.,2001,South Korea,67035.114503816789,87947
Feb.,2001,South Korea,65282.539682539689,82382
Jan.,2001,South Korea,83736.363636363632,101442
Dec.,2001,Slovakia,-99.097416744475566,87
Nov.,2001,Slovakia,-98.617299124289446,90
Oct.,2001,Slovakia,-96.903460837887067,136
Sep.,2001,Slovakia,-96.929824561403507,126
Aug.,2001,Slovakia,-96.394366197183103,128
Jul.,2001,Slovakia,-95.559387799094637,206
Jun.,2001,Slovakia,-98.431277905152655,130
May,2001,Slovakia,-98.470996216897859,97
Apr.,2001,Slovakia,-98.392421415243291,112
Mar.,2001,Slovakia,-97.654851414249905,131
Feb.,2001,Slovakia,-96.796338672768883,126
Jan.,2001,Slovakia,-97.826477456439733,121
Dec.,2001,Singapore,229.42583732057415,9639
Nov.,2001,Singapore,109.0237636480411,6509
Oct.,2001,Singapore,28.948913681738109,4392
Sep.,2001,Singapore,22.397852669251417,4104
Aug.,2001,Singapore,-6.7017082785808144,3550
Jul.,2001,Singapore,7.7834572490706312,4639
Jun.,2001,Singapore,207.267334074898,8287
May,2001,Singapore,179.47136563876651,6344
Apr.,2001,Singapore,175.26669300671671,6967
Mar.,2001,Singapore,128.55973813420621,5586
Feb.,2001,Singapore,100.66326530612244,3933
Jan.,2001,Singapore,183.88577256501785,5567
Dec.,2001,Russia,423.43470483005365,2926
Nov.,2001,Russia,330.11049723756906,3114
Oct.,2001,Russia,476.31133671742811,3406
Sep.,2001,Russia,495.55950266429846,3353
Aug.,2001,Russia,586.82310469314075,3805
Jul.,2001,Russia,629.49152542372872,4304
Jun.,2001,Russia,468.98734177215192,2697
May,2001,Russia,371.93347193347194,2270
Apr.,2001,Russia,484.52655889145495,2531
Mar.,2001,Russia,441.90687361419066,2444
Feb.,2001,Russia,479.88165680473378,1960
Jan.,2001,Russia,437.26027397260276,1961
Dec.,2001,Romania,68.882175226586099,559
Nov.,2001,Romania,101.67130919220055,724
Oct.,2001,Romania,37.122969837587007,591
Sep.,2001,Romania,19.53290870488323,563
Aug.,2001,Romania,36.117936117936118,554
Jul.,2001,Romania,37.529137529137529,590
Jun.,2001,Romania,38.192419825072889,474
May,2001,Romania,39.420289855072468,481
Apr.,2001,Romania,-3.1319910514541389,433
Mar.,2001,Romania,13.316582914572864,451
Feb.,2001,Romania,29.007633587786259,338
Jan.,2001,Romania,32.246376811594203,365
Dec.,2001,Republic of South Africa,-32.723577235772353,331
Nov.,2001,Republic of South Africa,10.802469135802468,359
Oct.,2001,Republic of South Africa,11.948051948051948,431
Sep.,2001,Republic of South Africa,24.603174603174601,471
Aug.,2001,Republic of South Africa,-70.592485549132945,407
Jul.,2001,Republic of South Africa,-41.948579161028413,429
Jun.,2001,Republic of South Africa,-58.170731707317067,343
May,2001,Republic of South Africa,-27.215189873417721,345
Apr.,2001,Republic of South Africa,-11.834319526627219,447
Mar.,2001,Republic of South Africa,-5.4631828978622332,398
Feb.,2001,Republic of South Africa,-28.804347826086957,262
Jan.,2001,Republic of South Africa,-55.840000000000003,276
Dec.,2001,Portugal,100,492
Nov.,2001,Portugal,-30.021598272138228,324
Oct.,2001,Portugal,-28.037383177570092,385
Sep.,2001,Portugal,-4.7858942065491182,378
Aug.,2001,Portugal,316.86746987951807,1384
Jul.,2001,Portugal,92.447916666666657,739
Jun.,2001,Portugal,131.63841807909606,820
May,2001,Portugal,27.419354838709676,474
Apr.,2001,Portugal,31.007751937984494,507
Mar.,2001,Portugal,42.229729729729733,421
Feb.,2001,Portugal,13.230769230769232,368
Jan.,2001,Portugal,55.86034912718204,625
Dec.,2001,Poland,-97.607003891050582,246
Nov.,2001,Poland,-95.620921214414082,463
Oct.,2001,Poland,-95.034802784222734,535
Sep.,2001,Poland,-96.092904241708482,397
Aug.,2001,Poland,-96.95580414450761,332
Jul.,2001,Poland,-96.781223805532264,384
Jun.,2001,Poland,-96.438990041243329,354
May,2001,Poland,-96.885726245290911,372
Apr.,2001,Poland,-96.493294671982596,387
Mar.,2001,Poland,-96.914095079232695,296
Feb.,2001,Poland,-95.908862034239675,325
Jan.,2001,Poland,-95.538992101457325,401
Dec.,2001,Philippines,3571.4285714285716,10280
Nov.,2001,Philippines,4772.3502304147469,10573
Oct.,2001,Philippines,2483.9328537170263,10775
Sep.,2001,Philippines,4648.130841121495,10161
Aug.,2001,Philippines,4369.6721311475403,10906
Jul.,2001,Philippines,4401.8867924528304,11930
Jun.,2001,Philippines,3829.249011857708,9941
May,2001,Philippines,4835.9504132231405,11945
Apr.,2001,Philippines,3898.550724637681,11036
Mar.,2001,Philippines,3097.3333333333335,9592
Feb.,2001,Philippines,2697.1830985915494,7944
Jan.,2001,Philippines,3121.8637992831541,8989
Dec.,2001,Peru,-1.0600706713780919,280
Nov.,2001,Peru,-38.526912181303111,217
Oct.,2001,Peru,-1.6509433962264152,417
Sep.,2001,Peru,-57.623762376237622,214
Aug.,2001,Peru,-56.737588652482273,244
Jul.,2001,Peru,-57.735247208931419,265
Jun.,2001,Peru,-58.456486042692937,253
May,2001,Peru,-59.933774834437081,242
Apr.,2001,Peru,-49.077490774907751,276
Mar.,2001,Peru,-42.528735632183903,300
Feb.,2001,Peru,-35.600907029478456,284
Jan.,2001,Peru,-56.269592476489031,279
Dec.,2001,Pakistan,-32.4582338902148,283
Nov.,2001,Pakistan,-35.701275045537337,353
Oct.,2001,Pakistan,-34.567901234567898,424
Sep.,2001,Pakistan,-5.2532833020637906,505
Aug.,2001,Pakistan,12.127236580516898,564
Jul.,2001,Pakistan,29.813664596273291,627
Jun.,2001,Pakistan,10.526315789473683,609
May,2001,Pakistan,36.036036036036037,604
Apr.,2001,Pakistan,-23.554301833568406,542
Mar.,2001,Pakistan,-34.586466165413533,522
Feb.,2001,Pakistan,-17.415730337078653,441
Jan.,2001,Pakistan,13.523131672597867,638
Dec.,2001,Norway,2892.8571428571427,419
Nov.,2001,Norway,4123.0769230769238,549
Oct.,2001,Norway,4528.5714285714284,648
Sep.,2001,Norway,3231.25,533
Aug.,2001,Norway,4472.727272727273,503
Jul.,2001,Norway,847.05882352941182,483
Jun.,2001,Norway,1867.8571428571427,551
May,2001,Norway,2120,444
Apr.,2001,Norway,1377.0833333333335,709
Mar.,2001,Norway,3890,798
Feb.,2001,Norway,1877.7777777777778,534
Jan.,2001,Norway,28000,562
Dec.,2001,North Korea,-89.473684210526315,14
Nov.,2001,North Korea,-89.516129032258064,13
Oct.,2001,North Korea,-90.789473684210535,14
Sep.,2001,North Korea,-87.4015748031496,16
Aug.,2001,North Korea,-90,11
Jul.,2001,North Korea,-61.940298507462686,51
Jun.,2001,North Korea,-81.081081081081081,28
May,2001,North Korea,-90.950226244343895,20
Apr.,2001,North Korea,-60.975609756097562,48
Mar.,2001,North Korea,-82.608695652173907,20
